crd,website_input,website_final,http_status,display_name,adv_official_name,display_vs_adv_similarity,best_brand_candidate,best_brand_source,brand_match_to_display,brand_match_to_adv,best_legal_candidate,legal_match_to_adv,score,status,evidence_json
110729,https://cooksonpeirce.com/,https://cooksonpeirce.com/,200.0,COOKSON PEIRCE & CO,,0,COOKSON PEIRCE PRIVATE CLIENT,h2,69,0,,0,0,Needs Review,"{""candidates"": {""title"": [""CooksonPeirce Wealth Management | Cookson Peirce""], ""og_site_name"": [""CooksonPeirce Wealth Management""], ""og_title"": [""CooksonPeirce Wealth Management | Cookson Peirce""], ""h1"": [], ""h2"": [""Your Experienced Investment Management Team"", ""COOKSON PEIRCE PRIVATE CLIENT"", ""Who We Serve""], ""logo_alt"": [""logo-300x63""], ""footer_text_snippet"": [""info@cooksonpeirce.com PA: 412-471-5320 OH: 330-664-9500 Our Team Our Approach Private Wealth Market Intelligence IQ Journal Contact Careers Contact Privacy Policy Form ADV Form ADV Part II Form ADV Part III Client Portal Client Portal Inve""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""COOKSON PEIRCE PRIVATE CLIENT"", ""source"": ""h2"", ""match_to_display"": 69, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
110742,https://chevychasetrust.com/,https://chevychasetrust.com/,200.0,CHEVY CHASE TRUST COMPANY,,0,Chevy Chase Trust,og_site_name,80,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Chevy Chase Trust | Wealth Management & Retirement""], ""og_site_name"": [""Chevy Chase Trust""], ""og_title"": [""Chevy Chase Trust | Wealth Management & Retirement""], ""h1"": [""WE SEE A WORLD THAT OTHERS DO NOT AND FIND OPPORTUNITY BEFORE OTHERS DO SEE WHAT WE SEE"", ""Thematic investing weaves insights into investments.""], ""h2"": [""Customized Wealth Strategies to Meet Your Goals"", ""Identifying Tomorrow’s Transformative Ideas Today"", ""A Team of Specialists Committed to Your Success""], ""logo_alt"": [""Chevy Chase Trust""], ""footer_text_snippet"": [""1 As of December 31, 2025. Based on Investment Management Fees on a trailing 12-month basis. © 2025 Chevy Chase Trust All Rights Reserved | Terms of Use | Important Disclosures | Client Access | Regulatory Disclosure Documents""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Chevy Chase Trust"", ""source"": ""og_site_name"", ""match_to_display"": 80, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
110744,https://rtdfinancial.com/,https://rtdfinancial.com/,200.0,RTD FINANCIAL ADVISORS,,0,RTD Financial,og_site_name,74,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Home - RTD Financial""], ""og_site_name"": [""RTD Financial""], ""og_title"": [""Home - RTD Financial""], ""h1"": [""Expert Advisors, But People First .""], ""h2"": [""We Know How to Listen ."", ""Building Futures, Building Trust"", ""Bringing Wealth to Life""], ""logo_alt"": [""RTD Financial""], ""footer_text_snippet"": [""About Us Work with Us News & Ideas Careers Let’s Connect Twitter LinkedIn About Us Work with Us News & Ideas Careers Let’s Connect Client Login Privacy Policy Legal Disclaimer Form ADV Form CRS""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""RTD Financial"", ""source"": ""og_site_name"", ""match_to_display"": 74, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
110767,https://www.acadvisors.com/,https://www.acadvisors.com/,200.0,ADVANCE CAPITAL MANAGEMENT,,0,,,0,0,,0,0,Needs Review,"{""candidates"": {""title"": [], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": null, ""source"": null, ""match_to_display"": 0, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
110952,https://www.petersenhastings.com/,https://petersenhastings.com/,200.0,PETERSEN HASTINGS WEALTH ADVISORS,,0,Petersen Hastings,og_site_name,68,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Petersen Hastings – Where You're Invested""], ""og_site_name"": [""Petersen Hastings""], ""og_title"": [""Home""], ""h1"": [""Financial planning for Where You're Invested.""], ""h2"": [""Planning for you & yours."", ""Solutions for your business."", ""Better your non-profit's impact.""], ""logo_alt"": [""PH-RGB-Logo-Suite"", ""Petersen Hastings Logo"", ""CNBC FA Top 100 Award Logo"", ""Centre for fiduciary excellence logo"", ""Zero Alpha Group (ZAG) logo""], ""footer_text_snippet"": [""Join Our Team Get In Touch Location 8203 West Quinault Avenue, Ste. 101 Kennewick, WA 99336 Phone Number 1.509.735.0484 Locations Tri-Cities Walla Walla Spokane ©2026 Petersen Hastings Investment Management. All Rights Reserved. Privacy Pol""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Petersen Hastings"", ""source"": ""og_site_name"", ""match_to_display"": 68, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111090,https://financialsense.com/,https://www.financialsense.com/,200.0,FINANCIAL SENSE ADVISORS,,0,Financial Sense,og_site_name,76,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Financial Sense | Financial news for high net worth investors and strategists""], ""og_site_name"": [""Financial Sense""], ""og_title"": [""Financial Sense""], ""h1"": [], ""h2"": [""Gina Martin Adams: Tariff Ruling, Defensive Rotation, and the Case for Going Global"", ""Chris Puplava: Why This “Overheated” Economy Isn’t Rolling Over"", ""This Week's Market Wrap: AI-Led Volatility, Inflation, and Late-Cycle Risk Signals""], ""logo_alt"": [""Home - Financial Sense""], ""footer_text_snippet"": [""About About Us Terms of Use Privacy Policy Site Map Disclosures Connect Invest with Us Follow Us Subscribe Submit Payment Get Help Featured FS Newshour Tech + Big Picture Lifetime Planning FS Insider Blog Video Financial Sense Financial Sen""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Financial Sense"", ""source"": ""og_site_name"", ""match_to_display"": 76, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111119,https://wealthcarecapital.com/,,,WEALTHCARE CAPITAL MANAGEMENT,,0,,,0,0,,0,0,Needs Review,"{""candidates"": {""title"": [], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": null, ""source"": null, ""match_to_display"": 0, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111147,https://epwealth.com/,https://www.epwealth.com/,200.0,EP WEALTH ADVISORS,,0,EP Wealth Advisors - Plan for What's Important,logo_alt,58,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Financial Advisors, Tax and Estate Planning | EP Wealth Advisors""], ""og_site_name"": [], ""og_title"": [""Financial Advisors, Tax and Estate Planning | EP Wealth Advisors""], ""h1"": [""ACCESS PERSONALIZED PLANNING-BASED ADVICE""], ""h2"": [""EP Wealth Advisors: Wealth Management For All Things Important to You"", ""ACCESS OUR UNCOMMON ARRAY OF WEALTH MANAGEMENT SERVICES"", ""SEE HOW WE WORK WITH YOU""], ""logo_alt"": [""EP Wealth Advisors - Plan for What's Important"", ""tdameritrade-bw"", ""marketwatch-vector-logo-bw"", ""forbes-logo"", ""FT_The_Financial_Times_logo_wordmark-700x93"", ""Barrons-Logo""], ""footer_text_snippet"": [""© 2026 EP Wealth Advisors ® Plan for What’s Important Privacy Policy Careers Disclosures Form CRS Form ADV Part 2A Workplace Violence Prevention Advisor Partnerships Advisor Recruiting Sitemap Plan for What’s Important © 2026 EP Wealth Advi""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""EP Wealth Advisors - Plan for What's Important"", ""source"": ""logo_alt"", ""match_to_display"": 58, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111221,https://choreoadvisors.com/,https://choreoadvisors.com/,200.0,CHOREO,,0,Choreo,logo_alt,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Wealth Management | Reach Your Financial Goals | Choreo Advisors""], ""og_site_name"": [], ""og_title"": [""Home""], ""h1"": [], ""h2"": [""Translating wealth into fulfillment . ®"", ""We’re your partners in a shared vision."", ""Wealth management that grows with you.""], ""logo_alt"": [""Choreo""], ""footer_text_snippet"": [""Choreo is a wealth management firm built on an interconnected network of financial advisors with a shared vision servicing entrepreneurs, CPAs, and individuals with a forward-thinking approach to financial planning in order to translate wea""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Choreo"", ""source"": ""logo_alt"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111268,https://tillerwealth.com/,https://tillerwealth.com/,200.0,TILLER PRIVATE WEALTH,,0,,,0,0,,0,0,Needs Review,"{""candidates"": {""title"": [], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": null, ""source"": null, ""match_to_display"": 0, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111336,https://integriswealth.com/,https://integriswealth.com/,200.0,INTEGRIS WEALTH MANAGEMENT,,0,Integris Wealth Management,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""| Integris Wealth Management | Monterey County, CA""], ""og_site_name"": [""Integris Wealth Management""], ""og_title"": [""| Integris Wealth Management | Monterey County, CA""], ""h1"": [""Count on Integris to be your trusted ally.""], ""h2"": [""About"", ""Solutions"", ""Insights""], ""logo_alt"": [""Integris Wealth Managment Logo""], ""footer_text_snippet"": [""About Our Story The Team Solutions Individuals & Families Business Owners Non-Profits Insights All Insights Investing Inside Integris Financial Planning Webinars Contact Phone: 831-333-1717 info@integriswealth.com 435 Washington St. Ste. A""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Integris Wealth Management"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111368,https://deltawm.com/,https://www.deltawm.com/,200.0,DELTA WEALTH MANAGEMENT,,0,Delta Wealth Management LLC,og_site_name,92,0,,0,50,Likely,"{""candidates"": {""title"": [""Delta Wealth Management | Customized Tax-Efficient Investment Portfolios""], ""og_site_name"": [""Delta Wealth Management LLC""], ""og_title"": [""Delta Wealth Management | Customized Tax-Efficient Investment Portfolios""], ""h1"": [""Strong, sensible investment strategies to secure your financial future.""], ""h2"": [""What We Do""], ""logo_alt"": [""Delta Wealth Management LLC"", ""Logo showing a blue delta shape with one horizontal black line to the left and three horizontal blue lines to the right""], ""footer_text_snippet"": [""FINE PRINT Delta Wealth Management LLC Amelia Island, Florida (203) 619-2617 LEARN ABOUT DELTA WEALTH MANAGEMENT WHAT WE DO WHO WE SERVE HOW WE INVEST HOW WE WORK OUR TEAM NEWS FROM DELTA PARTNER WITH US PRIVACY POLICY AND NOTICES CONNECT O""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Delta Wealth Management LLC"", ""source"": ""og_site_name"", ""match_to_display"": 92, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111521,https://cainwatters.com/,https://www.cainwatters.com/,200.0,"CAIN, WATTERS & ASSOCIATES",,0,Cain Watters,og_site_name,68,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Dental CPAs and Dental Transition Financial Advisors | Cain Waters""], ""og_site_name"": [""Cain Watters""], ""og_title"": [""Cain Watters""], ""h1"": [""CPAs for Dentists, Dental Practices, Business Owners, and Beyond | CWA""], ""h2"": [""get more from your bookkeeping"", ""PERSONAL PLANNING FOR ASSOCIATES"", ""FREEDOM IS MORE THAN FINANCIAL""], ""logo_alt"": [], ""footer_text_snippet"": [""About History Our Team FAQs SERVICES Financial Planning Business Planning Personal Planning Practice Transitions Wealth Management Accounting Services Essential Advisory Service Tax Services Insurance Solutions 401(k) Plans New Doctors DSO""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Cain Watters"", ""source"": ""og_site_name"", ""match_to_display"": 68, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111536,https://pilewealth.com/,https://pilewealth.com/,200.0,RJP INVESTMENT ADVISORS,,0,An Independent Member Of,h2,42,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Pile Wealth""], ""og_site_name"": [], ""og_title"": [], ""h1"": [""Pile Wealth Management""], ""h2"": [""Our Services"", ""Our Team"", ""An Independent Member Of""], ""logo_alt"": [""Pile Wealth Header Logo"", ""Focus Partners""], ""footer_text_snippet"": [""Home Approach Contact Privacy Policy Terms of Use Client Relationship Summary Form Legal & Investment Disclosures Investment advisory services provided by RJP Investment Advisors, LLP. Nothing presented on or through this website is intende""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""An Independent Member Of"", ""source"": ""h2"", ""match_to_display"": 42, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111575,https://www.lgtwm.com/,https://www.lgtwm.com/uk-en,200.0,LGT FINANCIAL ADVISORS,,0,A fresh approach to wealth management,og_title,37,0,,0,0,Needs Review,"{""candidates"": {""title"": [""A fresh approach to wealth management | LGT""], ""og_site_name"": [""LGT Wealth Management""], ""og_title"": [""A fresh approach to wealth management""], ""h1"": [""Welcome to LGT Wealth Management""], ""h2"": [""Change your language and LGT location here."", ""Expertly managed"", ""Insights""], ""logo_alt"": [""LGT Private Banking""], ""footer_text_snippet"": [""Heinrich Henckel CEO LGT Wealth Management""], ""jsonld_org_name"": [""LGT Wealth Management""], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""A fresh approach to wealth management"", ""source"": ""og_title"", ""match_to_display"": 37, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111595,https://grunden.com/,https://grunden.com/,200.0,GRUNDEN FINANCIAL ADVISORY,,0,Grunden Financial Advisory,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Grunden Financial Advisory - Certified Financial Planners & Personal Financial Advisors Denton""], ""og_site_name"": [""Grunden Financial Advisory""], ""og_title"": [""Grunden Financial Advisory - Certified Financial Planners & Personal Financial Advisors Denton""], ""h1"": [""Fiduciary Financial Planners in Denton, TX""], ""h2"": [""Your wealth is more than just numbers — it carries a greater purpose"", ""Who We Serve"", ""What Our Clients Say About Us...""], ""logo_alt"": [""Grunden Financial Advisory - Denton, TX""], ""footer_text_snippet"": [""Form CRS Disclosures Sitemap About Grunden Financial Advisory, Inc. Financial Planner Denton, Texas Wealth Management Services © 2026 Grunden Financial Advisory, Inc. All rights reserved. Linkedin-in Facebook-f Youtube Website Design by Bey""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Grunden Financial Advisory"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111604,http://www.diastole.biz/,http://www.diastole.biz/,200.0,DIASTOLE WEALTH MANAGEMENT,,0,Home,title,19,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Home""], ""og_site_name"": [], ""og_title"": [], ""h1"": [], ""h2"": [], ""logo_alt"": [], ""footer_text_snippet"": [], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Home"", ""source"": ""title"", ""match_to_display"": 19, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111610,https://kellerwealthadvisors.com/,https://kellerwealthadvisors.com/,200.0,KMH WEALTH MANAGEMENT,,0,Meet The Team,h2,52,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Home | Keller Wealth Advisors""], ""og_site_name"": [""Keller Wealth Advisors""], ""og_title"": [""Home""], ""h1"": [""Enjoy your life with""], ""h2"": [""Welcome to Keller Wealth Advisors"", ""Meet The Team"", ""Our Program Specifically for Young Professionals""], ""logo_alt"": [], ""footer_text_snippet"": [""Connect With Us Planning today will enable you to chart a course towards fulfilling your goals for tomorrow. Start a Conversation Linkedin-in Facebook-f Contact Keller Wealth Advisors mail@kellerwealthadvisors.com (361) 573-4383 (877) 573-4""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Meet The Team"", ""source"": ""h2"", ""match_to_display"": 52, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111685,https://sgkwealthadvisors.com/,https://sgkwealthadvisors.com/,200.0,"STEIGERWALD, GORDON & KOCH",,0,"Steigerwald, Gordon & Koch Wealth Advisors",og_site_name,74,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Leesburg, VA | Private Wealth Management — Steigerwald, Gordon & Koch Wealth Advisors""], ""og_site_name"": [""Steigerwald, Gordon & Koch Wealth Advisors""], ""og_title"": [""Leesburg, VA | Private Wealth Management""], ""h1"": [""Enjoy What You’ve Worked Hard to Earn""], ""h2"": [""Independent, Fiduciary, Fee-Only Financial Planning & Investment Management For D.C., Maryland, Virginia & Beyond"", ""What Can We Do For You?"", ""Not Sure Where To Start?""], ""logo_alt"": [""Logo for Steigerwald, Gordon & Koch Wealth Advisors"", ""Schwab Advisor Network Leesburg, VA | Steigerwald, Gordon & Koch Wealth Advisors"", ""NAPFA Leesburg, VA | Steigerwald, Gordon & Koch Wealth Advisors"", ""CFP Leesburg, VA | Steigerwald, Gordon & Koch Wealth Advisors"", ""CFP Institute Leesburg, VA | Steigerwald, Gordon & Koch Wealth Advisors""], ""footer_text_snippet"": [""Thanks for signing up! You can unsubscribe at any time using the Unsubscribe link at the bottom of every email. Not quite ready to reach out? Receive our quarterly newsletter Email Sorry, we could not complete your sign-up. Please contact u""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Steigerwald, Gordon & Koch Wealth Advisors"", ""source"": ""og_site_name"", ""match_to_display"": 74, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111740,https://abundancellc.com/,https://abundancellc.com/,200.0,ABUNDANCE WEALTH COUNSELORS,,0,Abundance Wealth Counselors,h1,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Abundance Home - Abundance""], ""og_site_name"": [""Abundance""], ""og_title"": [""Abundance Home - Abundance""], ""h1"": [""Abundance Wealth Counselors"", ""A Bespoke Experience""], ""h2"": [""Your Time is Precious"", ""Your Security is Priceless"", ""Your Values are Paramount""], ""logo_alt"": [], ""footer_text_snippet"": [""232 Regent Ct, State College, PA 16801 (800) 253-3760 Our Services Family Office Investment Services Retirement Planning Other Information Our Team About Abundance Resource Library Important Disclaimer Portal Disclosure Client Relationship""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Abundance Wealth Counselors"", ""source"": ""h1"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111814,https://www.lynxinvestment.com/,https://www.lynxinvestment.com/,200.0,LYNX INVESTMENT ADVISORY,,0,Lynx Investment Advisory,og_site_name,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Financial Advisor in Washington, DC | Lynx Investment Advisory""], ""og_site_name"": [""Lynx Investment Advisory""], ""og_title"": [""Financial Advisor in Washington, DC | Lynx Investment Advisory""], ""h1"": [""VISION YOU CAN TRUST""], ""h2"": [""About Lynx Investment Advisory"", ""LYNX-EYED"", ""Our Clients Who We Help""], ""logo_alt"": [], ""footer_text_snippet"": [""Lynx Investment Advisory Designed & Developed by Altastreet.""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Lynx Investment Advisory"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111819,https://morlingfinancialadvisors.com/,https://morlingfinancialadvisors.com/,200.0,MORLING FINANCIAL ADVISORS,,0,Morling Financial,og_site_name,79,0,,0,20,Needs Review,"{""candidates"": {""title"": [""Home - Morling Financial""], ""og_site_name"": [""Morling Financial""], ""og_title"": [""Home - Morling Financial""], ""h1"": [""Tax-Smart Wealth Management""], ""h2"": [""Take Control of Your Financial Future""], ""logo_alt"": [""Fa Logo"", ""Advisor Logo"", ""Expertise Logo""], ""footer_text_snippet"": [""Please enable JavaScript Email Marketing by Benchmark Proudly serving the Bay Area Reach out to us at (844) 667-5464 Disclosures Form adv part 1 Firm brochure (form adv part 2a) Form crs (form adv part 3) Download our MFA mobile app Morling""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Morling Financial"", ""source"": ""og_site_name"", ""match_to_display"": 79, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111838,https://tollesonwealth.com/,https://www.tollesonwealth.com/,200.0,TOLLESON PRIVATE WEALTH MANAGEMENT,,0,Tolleson Wealth Management,og_site_name,86,0,,0,35,Needs Review,"{""candidates"": {""title"": [""Home - Tolleson Wealth Management""], ""og_site_name"": [""Tolleson Wealth Management""], ""og_title"": [""Home - Tolleson Wealth Management""], ""h1"": [""How will you enjoy your wealth?""], ""h2"": [""Who We Are"", ""Our Story"", ""Integrated Services""], ""logo_alt"": [""Tolleson""], ""footer_text_snippet"": [""Your family office for all things financial. Contact Us or call at (214) 252-3250 Tolleson Wealth Management Highland Park 5500 Preston Road, Suite 250 Dallas, Texas 75205 University Park 8111 Douglas Avenue, Suite 1000 Dallas, Texas 75225""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Tolleson Wealth Management"", ""source"": ""og_site_name"", ""match_to_display"": 86, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111846,https://consultiva.com/,https://consultiva.com/,200.0,CONSULTIVA WEALTH MANAGEMENT,,0,Consultiva – Wealth Management,title,100,0,,0,50,Likely,"{""candidates"": {""title"": [""Consultiva – Wealth Management""], ""og_site_name"": [""Consultiva""], ""og_title"": [""Home""], ""h1"": [], ""h2"": [""Exclusive consulting for your investment plan"", ""We are signatories to the UNPRI"", ""Trajectory and Experience""], ""logo_alt"": [], ""footer_text_snippet"": [""Monday – Friday from 9 AM – 6 PM +1 (787) 763-5868 info@savileco.com Puerto Rico American International Plaza 250 Avenue Luis Muñoz Rivera, Suite 1420 San Juan, PR 00918 Miami 1200 Brickell Ave Suite 1680 Miami, Florida 33131 Terms and Cond""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Consultiva – Wealth Management"", ""source"": ""title"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111872,https://koshinski.com/,https://koshinski.com/,200.0,"KOSHINSKI ASSET MANAGEMENT, INC.-DBA IPI ASSET MANAGEMENT",,0,Koshinski.com - Personal Domains for Sale - Buy Premium Individual & Portfolio Domain Names | Domain for Sale. Call 888-694-6735.,og_site_name,39,0,,0,0,Needs Review,"{""candidates"": {""title"": [""Koshinski.com - Personal Domains for Sale - Buy Premium Individual & Portfolio Domain Names | Domain for Sale. Call 888-694-6735.""], ""og_site_name"": [""Koshinski.com - Personal Domains for Sale - Buy Premium Individual & Portfolio Domain Names | Domain for Sale. Call 888-694-6735.""], ""og_title"": [""Koshinski.com - Personal Domains for Sale - Buy Premium Individual & Portfolio Domain Names | Domain for Sale. Call 888-694-6735.""], ""h1"": [""Koshinski .com""], ""h2"": [""Koshinski.com"", ""Full Ownership, No Ongoing Commitments"", ""Trusted by industry leaders. Chosen by serious buyers.""], ""logo_alt"": [""DomainMarket.com"", ""domain market logo""], ""footer_text_snippet"": [""Talk To A Domain Specialist (888) 694-6735 Privacy Policy Email Support interested@domainmarket.com © 2026 DomainMarket.com. All rights reserved. Premium domains for serious buyers.""], ""jsonld_org_name"": [], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Koshinski.com - Personal Domains for Sale - Buy Premium Individual & Portfolio Domain Names | Domain for Sale. Call 888-694-6735."", ""source"": ""og_site_name"", ""match_to_display"": 39, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
111908,https://www.monumentgroupwealth.com/,https://www.monumentgroupwealth.com/,200.0,MONUMENT GROUP WEALTH ADVISORS,,0,Monument Group Wealth Advisors,og_site_name,100,0,,0,70,Verified,"{""candidates"": {""title"": [""Monument Group Wealth Advisors | Concord & Boston Financial Planning""], ""og_site_name"": [""Monument Group Wealth Advisors""], ""og_title"": [""Monument Group Wealth Advisors | Concord & Boston Financial Planning""], ""h1"": [""A Blueprint for Your Next Chapter""], ""h2"": [""Our Holistic Master Planning Approach"", ""Find Financial Comfort, Clarity and Confidence"", ""Questions Our Clients Ask""], ""logo_alt"": [""Monument Group Wealth Advisors Home"", ""The Wall Street Journal Logo"", ""CNBC Logo"", ""The Boston Globe Logo"", ""Investor's Business Daily Logo"", ""Barron's Logo"", ""Woodman & Eaton P.C. Counsellors at Law Logo""], ""footer_text_snippet"": [""Contact Office: 978-369-7705 801 Main Street Suite 14 Concord, MA 01742 lmcgowan@monumentgroupwealth.com Quick Links Retirement Investment Estate Insurance Tax Money Lifestyle Latest Articles All Videos All Calculators The content is develo""], ""jsonld_org_name"": [""Monument Group Wealth Advisors""], ""jsonld_org_legalName"": []}, ""best_brand"": {""candidate"": ""Monument Group Wealth Advisors"", ""source"": ""og_site_name"", ""match_to_display"": 100, ""match_to_adv"": 0}, ""best_legal"": {""candidate"": null, ""source"": null, ""match_to_adv"": 0}, ""display_adv_similarity"": 0}"
