CRD,Firm Name,Website,Email,Email Type,Score,Source
169611,"ARBOR TRUST WEALTH ADVISORS, LLC","https://arbortrust.com/","info@arbortrust.com",generic,300,/
304236,"GREEN RIDGE WEALTH","https://grwealthplan.com/","myplan@grwealthplan.com",individual,250,/contact
157819,"MACLENDON WEALTH MANAGEMENT, LLC","https://maclendon.com/","welcome@maclendon.com",individual,200,/
150231,"ALPHA WEALTH FUNDS","https://alphawealthfunds.com/","info@alphawealthfunds.com",generic,350,/
115046,"MASCAGNI WEALTH MANAGEMENT, INC.","https://mascagniwealth.com/","support@mascagniwealth.com",generic,300,/
321881,"FOX HILL WEALTH MANAGEMENT","https://foxhillwealth.com/","info@foxhillwealth.com",generic,350,/
168299,"FISCAL WISDOM WEALTH MANAGEMENT LLC","https://fiscalwisdom.com/","info@fiscalwisdom.com",generic,300,/
154238,"CARLTON, HOFFERKAMP AND JENKS WEALTH MANAGEMENT, LLC","https://chjwealthmanagement.com/","info@chjwealthmanagement.com",generic,350,/
161603,"INVUS FINANCIAL ADVISORS, LLC","https://invus.com/","invusopps.info@invus.com",individual,300,/contact-us
161603,"INVUS FINANCIAL ADVISORS, LLC","https://invus.com/","us@invus.com",individual,200,/
161603,"INVUS FINANCIAL ADVISORS, LLC","https://invus.com/","europe@invus.com",individual,200,/
161603,"INVUS FINANCIAL ADVISORS, LLC","https://invus.com/","asia@invus.com",individual,200,/
161603,"INVUS FINANCIAL ADVISORS, LLC","https://invus.com/","recruiting@invus.com",individual,150,/
281616,"ACCESS WEALTH MANAGEMENT, INC.","https://access-wealth.com/","info@access-wealth.com",generic,350,/
156338,"GOLD COAST WEALTH MANAGEMENT, LLC","https://goldcoastwm.com/","info@goldcoastwm.com",generic,300,/
156338,"GOLD COAST WEALTH MANAGEMENT, LLC","https://goldcoastwm.com/","inquiries@goldcoastwm.com",individual,200,/
144978,"SEMMAX FINANCIAL ADVISORS, INC.","https://semmax.com/","communications@semmax.com",individual,200,/contact
127140,"ROCKY MOUNTAIN PRIVATE WEALTH MANAGEMENT, L.L.C.","https://rmpwm.com/","info@rmpwm.com",generic,300,/contact
328386,"KELLY WEALTH MGMT","https://www.investdavenport.com/...","info@investdavenport.com",generic,350,/contact
328386,"KELLY WEALTH MGMT","https://www.investdavenport.com/...","888-285-1863DAMinfo@investdavenport.com",generic,350,/contact-us
328386,"KELLY WEALTH MGMT","https://www.investdavenport.com/...","DAMinfo@investdavenport.com",individual,350,/contact-us
142728,"TOTAL CLARITY WEALTH MANAGEMENT, INC","https://totalclaritywealth.com/","info@totalclaritywealth.com",generic,350,/
146946,"BLUESTONE FIN.","https://bfa-llc.com/","acosgrove@bfa-llc.com",individual,200,/contact
306097,"ONYX BRIDGE WEALTH","https://onyxbridge.com/","Info@OnyxBridge.com",generic,300,/contact
306097,"ONYX BRIDGE WEALTH","https://onyxbridge.com/","info@onyxbridgetax.com",generic,150,/get-in-touch
127145,"SOWELL FINANCIAL","https://sowellmanagement.com/","contact@sowellmanagement.com",generic,350,/
113074,"ADVISORNET FINANCIAL, INC.","https://advisornet.com/","info@advisornet.com",generic,350,/
162299,"CHARTER WEALTH MGMT","https://charterwm.com/","info@charterwm.com",generic,300,/
121841,"DESERANNO CORPORATION","https://deseranno.com/","info@deseranno.com",generic,300,/
121841,"DESERANNO CORPORATION","https://deseranno.com/","ssicklesteel@deseranno.com",individual,200,/about
121841,"DESERANNO CORPORATION","https://deseranno.com/","agardner@deseranno.com",individual,200,/about
133877,"CENTRIC WEALTH MGMT","https://centricwealth.com/","support@centricwealth.com.au",generic,150,/contact-us
133877,"CENTRIC WEALTH MGMT","https://centricwealth.com/","digital.marketing@centricwealth.com.au",individual,100,/contact-us
133877,"CENTRIC WEALTH MGMT","https://centricwealth.com/","thrive@centricwealth.com.au",individual,100,/contact-us
121880,"PILLAR FINANCIAL ADVISORS","https://www.pillarfp.com/","andrew@pillarfp.com",individual,200,/contact
159257,"ZHANG FINANCIAL LLC","https://zhangfinancial.com/","clientservice@zhangfinancial.com",individual,350,/
325325,"55 NORTH PRIVATE","https://55northprivatewealth.com/","info@55northprivatewealth.com",generic,350,/
322894,"REVOLUT WEALTH INC.","https://www.revolut.com/en-US/","u003esupport@revolut.com",generic,300,/contact-us
322894,"REVOLUT WEALTH INC.","https://www.revolut.com/en-US/","support@revolut.com",generic,250,/contact-us
322894,"REVOLUT WEALTH INC.","https://www.revolut.com/en-US/","feedback@revolut.com",individual,200,/contact-us
322894,"REVOLUT WEALTH INC.","https://www.revolut.com/en-US/","courtorders@revolut.com",individual,200,/contact-us
322894,"REVOLUT WEALTH INC.","https://www.revolut.com/en-US/","u003efeedback@revolut.com",generic,200,/contact-us
323792,"INVERA WEALTH ADVISORS LLC","https://www.inverawealthadvisors.com/","Team@inverawealthadvisors.com",generic,350,/
323792,"INVERA WEALTH ADVISORS LLC","https://www.inverawealthadvisors.com/","jessica@inverawealthadvisors.com",individual,250,/about-us
323792,"INVERA WEALTH ADVISORS LLC","https://www.inverawealthadvisors.com/","shenandoah@inverawealthadvisors.com",individual,250,/about-us
323792,"INVERA WEALTH ADVISORS LLC","https://www.inverawealthadvisors.com/","ila@inverawealthadvisors.com",individual,250,/about-us
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","michael.seese@cfswv.com",individual,200,/
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","daniel.spurgeon@cfswv.com",individual,200,/
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","shanell.jeffrey@cfswv.com",individual,200,/
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","Tyler.brautigan@cfswv.com",individual,200,/
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","NIKKI.LUDE@CFSWV.COM",individual,200,/
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","NEAL.WATSON@CFSWV.COM",individual,200,/
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","vince.mcmanus@CFSWV.COM",individual,200,/
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","evan.brockmeier@CFSWV.COM",individual,200,/
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","ciara.stewart@cfswv.com",individual,200,/
324930,"COMMONWEALTH FINANCIAL SERVICES, LLC.","https://cfswv.com/","madison.gontarek@cfswv.com",individual,200,/
304547,"FORTHRIGHT FAMILY","https://forthrightwealth.com/","info@forthrightwealth.com",generic,350,/
137810,"GREENE WEALTH MANAGEMENT, LLC","https://greenewealthmgmt.com/","info@greenewealthmgmt.com",generic,350,/
328516,"MISSION HILLS FINANCIAL ADVISORY LLC","https://missionhillsfinancial.com/","Info@missionhillsfinancial.com",generic,350,/
298259,"REGENT PEAK WEALTH ADVISORS, LLC","https://regentpeakwealth.com/","contact@regentpeakwealth.com",generic,350,/
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","christopher.tully@eaglewealthstrategies.com",individual,250,/
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","Paul.Tully@eaglewealthstrategies.com",individual,250,/about-us
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","Steffanie.Lerch@eaglewealthstrategies.com",individual,250,/about-us
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","david.koehler@eaglewealthstrategies.com",individual,250,/about-us
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","Jessica.Ortega@eaglewealthstrategies.com",individual,250,/about-us
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","Melissa.Phillips@eaglewealthstrategies.com",individual,250,/about-us
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","Matthew.Persichetti@eaglewealthstrategies.com",individual,250,/about-us
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","Ryan.Miller@eaglewealthstrategies.com",individual,250,/about-us
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","Erin.Fago@eaglewealthstrategies.com",individual,250,/about-us
323814,"EAGLE WEALTH STRATEGIES, LLC","https://eaglewealthstrategies.com/","Charles.Scogna@eaglewealthstrategies.com",individual,250,/about-us
284862,"INTEGRITY WEALTH","https://integritywealthsolutions.com/","info@integritywealthsolutions.com",generic,350,/
313223,"MOMENT PRIVATE WEALTH","https://momentprivatewealth.com/","info@momentprivatewealth.com",generic,350,/
313223,"MOMENT PRIVATE WEALTH","https://momentprivatewealth.com/","jacob@momentprivatewealth.com",individual,250,/about-us
313223,"MOMENT PRIVATE WEALTH","https://momentprivatewealth.com/","luke@momentprivatewealth.com",individual,250,/about-us
313223,"MOMENT PRIVATE WEALTH","https://momentprivatewealth.com/","scott@momentprivatewealth.com",individual,250,/about-us
313223,"MOMENT PRIVATE WEALTH","https://momentprivatewealth.com/","brendan@momentprivatewealth.com",individual,250,/about-us
313223,"MOMENT PRIVATE WEALTH","https://momentprivatewealth.com/","karson@momentprivatewealth.com",individual,250,/about-us
313223,"MOMENT PRIVATE WEALTH","https://momentprivatewealth.com/","alex@momentprivatewealth.com",individual,250,/about-us
313223,"MOMENT PRIVATE WEALTH","https://momentprivatewealth.com/","ben@momentprivatewealth.com",individual,250,/about-us
159035,"SCHWAB WEALTH ADVISORY, INC.","https://www.schwab.com/wealth-management/wealth-advisor","applicantaccessibility@schwab.com",individual,200,/about
170903,"SPINOSA WEALTH MGMT","https://www.spinosawmg.com/","randy@spinosawmg.com",individual,200,/contact
200511,"IRONWOOD WEALTH MANAGEMENT, LLC","https://ironwoodwm.com/","info@ironwoodwm.com",generic,300,/
165224,"BETA WEALTH GROUP, INC","https://betawealthgroup.com/","info@betawealthgroup.com",generic,350,/
286575,"DAVIS, DAVIS & CONOVER","https://ddcwealth.com/","Zach.Eidson@ddcwealth.com",individual,250,/
286575,"DAVIS, DAVIS & CONOVER","https://ddcwealth.com/","Carolyn.Conover@ddcwealth.com",individual,250,/
286575,"DAVIS, DAVIS & CONOVER","https://ddcwealth.com/","ty.dean@ddcwealth.com",individual,250,/
322037,"SOLANO WEALTH INVESTMENT ADVISORS, LLC","https://solanowealth.com/","info@solanowealth.com",generic,350,/
282329,"BALBOA WEALTH PARTNERS, INC.","https://balboawealth.com/","info@balboawealth.com",generic,350,/
118788,"TRICAPITAL WEALTH","https://www.tricapitalgroup.com/","admin1@tricapitalgroup.com",generic,200,/
121399,"KLAAS FINANCIAL ASSET ADVISORS, LLC.","https://klaasfinancial.com/","info@klaasfinancial.com",generic,350,/
149134,"BLUM FINANCIAL, LP","https://awealthplan.com/","info@awealthplan.com",generic,350,/
305951,"ROSECLIFF CAPITAL ADVISORY LLC","https://rosecliff.com/","contact@rosecliff.com",generic,300,/
298951,"SAGE TREE WEALTH","https://sagetreewealth.com/","service@sagetreewealth.com",individual,250,/
305031,"DONATO WEALTH MGMT","https://empoweringretirement.com/","inform@empoweringretirement.com",individual,300,/
149108,"TELOS CAPITAL MGMT","https://www.telosinc.com","telosinsights@telosinc.com",individual,200,/contact
173728,"UPSTART WEALTH MANAGEMENT, LLC","https://upstartwealth.com/","info@upstartwealth.com",generic,350,/
155548,"BROWN MCLEOD, INC","https://brownfinancialadvisory.com/","info@brownfinancialadvisory.com",generic,350,/contact
310688,"TORREY WEALTH, LLC","https://torreywealth.com/","service@torreywealth.com",individual,250,/
116407,"WEALTH ENHANCEMENT ADVISORY SERVICES, LLC","https://www.wealthenhancement.com/","info@wealthenhancement.com",generic,350,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","contact@scissortailwealth.com",generic,350,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","todd.welsh@scissortailwealth.com",individual,250,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","rich.howard@scissortailwealth.com",individual,250,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","summer.caudle@scissortailwealth.com",individual,250,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","scott.allen@scissortailwealth.com",individual,250,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","Brian.Talkington@scissortailwealth.com",individual,250,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","Kevin.Criss@scissortailwealth.com",individual,250,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","lisa.allem@scissortailwealth.com",individual,250,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","Chris.Bogie@scissortailwealth.com",individual,250,/
297761,"SCISSORTAIL WEALTH MANAGEMENT, LLC","https://scissortailwealth.com/","michelle.bond@scissortailwealth.com",individual,250,/
114148,"DEW WEALTH MANAGEMENT, LLC","https://dewwealth.com/","info@dewwealth.com",generic,350,/
283656,"FOSTER VICTOR WEALTH","https://fostervictor.com/","INFO@FOSTERVICTOR.COM",generic,300,/
127654,"MJP ASSOCIATES, INC.","https://mjpwealthadvisors.com/","advice@mjpwealthadvisors.com",individual,250,/
285169,"AFFINITY WEALTH LLC","https://affinitywealth.com/","msicuranza@affinitywealth.com",individual,250,/
119467,"CM WEALTH ADVISORS LLC","https://cmwealthadvisors.com/","hello@cmwealthadvisors.com",generic,350,/
325631,"SLP WEALTH LLC","https://slpwealth.com/","support@slpwealth.com",generic,300,/contact
115511,"HEATON HOPPES GROUP","https://cedarvalleywealth.com/","invest@cedarvalleywealth.com",generic,350,/
314816,"PARTNERS WEALTH MGMT","https://trivam.com/","antonio@trivam.com",individual,200,/
332313,"MANNA WEALTH MANAGEMENT INC.","https://mannawealthmanagement.com/","info@mannawealthmanagement.com",generic,350,/
299619,"VIGIL WEALTH MANAGEMENT, LLC","https://vigilwm.com/","david@vigilwm.com",individual,200,/
283004,"STEWARD PARTNERS","https://www.stewardpartners.com/","stewardpartners@stewardpartners.com",individual,350,/contact.html
286079,"FISHER & WIENS WEALTH","https://fisherandwiens.com/","beau@fisherandwiens.com",individual,200,/contact
288580,"KNOX WEALTH PARTNERS","https://www.knoxwealthpartners.com/","office@knoxwealthpartners.com",individual,250,/contact
110283,"WESTMINSTER FINANCIAL ADVISORY CORP","https://www.westminsterfinancial.com/","info@westminsterfinancial.com",generic,350,/
325523,"MARIDEA WEALTH MANAGEMENT LLC","https://marideawealth.com/","info@marideawealth.com",generic,350,/contact
158401,"RFG ADVISORY, LLC","https://rfgadvisory.com/","sspotswood@rfgadvisory.com",individual,250,/about
158401,"RFG ADVISORY, LLC","https://rfgadvisory.com/","rwedell@rfgadvisory.com",individual,250,/about
158401,"RFG ADVISORY, LLC","https://rfgadvisory.com/","eswenson@rfgadvisory.com",individual,250,/about
158401,"RFG ADVISORY, LLC","https://rfgadvisory.com/","dnelson@rfgadvisory.com",individual,250,/about
104621,"PHILIP O. JOHNSON","https://www.meetjohnsonfinancial.com/","steven@meetjohnsonfinancial.com",individual,250,/
104621,"PHILIP O. JOHNSON","https://www.meetjohnsonfinancial.com/","lane@meetjohnsonfinancial.com",individual,250,/
283515,"SAGESPRING WEALTH","https://sagespring.com/","travis.curatolo@sagespring.com",individual,200,/
283515,"SAGESPRING WEALTH","https://sagespring.com/","jeff.dobyns@sagespring.com",individual,200,/
284148,"C2C WEALTH MGMT","https://c2cwealth.com/","louis@c2cwealth.com",individual,250,/contact
284148,"C2C WEALTH MGMT","https://c2cwealth.com/","kevin@c2cwealth.com",individual,250,/contact
298257,"CAPITAL WEALTH ALLIANCE, LLC","https://capitalwealthalliance.com/","info@capitalwealthalliance.com",generic,350,/
330731,"CRUX WEALTH ADVISORS","https://cruxwealth.com/","information@cruxwealth.com",individual,350,/
151367,"DYNAMIC ADVISOR SOLUTIONS LLC","https://dynamicadvisorsolutions.com/","joinus@dynamicadvisorsolutions.com",individual,250,/contact-us
151367,"DYNAMIC ADVISOR SOLUTIONS LLC","https://dynamicadvisorsolutions.com/","michael.bryant@dynamicadvisorsolutions.com",individual,250,/contact-us
164947,"TRUE PRIVATE WEALTH ADVISORS, LLC","https://truepwa.com/","info@truepwa.com",generic,300,/
333708,"PROSPER PRIVATE WEALTH, LLC","https://prosperpw.com/","info@prosperpw.com",generic,300,/contact
333708,"PROSPER PRIVATE WEALTH, LLC","https://prosperpw.com/","josh@prosperpw.com",individual,200,/contact
169274,"SANCHEZ WEALTH GROUP","https://www.sanchezwealth.com","Chris@sanchezwealth.com",individual,250,/contact
320643,"TERRA WEALTH MANAGEMENT, LLC","https://terrawealth.com/","hello@terrawealth.com",generic,350,/contact
320643,"TERRA WEALTH MANAGEMENT, LLC","https://terrawealth.com/","support@terrawealth.com",generic,300,/contact
330923,"ORG WEALTH PARTNERS LLC","https://orgwealth.com/","INFO@ORGWEALTH.COM",generic,350,/
316222,"UNITY WEALTH PARTNERS LLC","https://unitywealthpartners.com/","contact@unitywealthpartners.com",generic,350,/
318201,"FIAT WEALTH MANAGEMENT LLC","https://fiatwm.com/","hello@fiatwm.com",generic,300,/
319238,"KINGSMAN WEALTH MANAGEMENT","https://kingsmanwealth.com/","katie@kingsmanwealth.com",individual,250,/
319238,"KINGSMAN WEALTH MANAGEMENT","https://kingsmanwealth.com/","Cameron@kingsmanwealth.com",individual,250,/
297362,"VAN CLEMENS WEALTH MANAGEMENT, LLC","https://vanclemens.com/","info@vanclemens.com",generic,300,/
297362,"VAN CLEMENS WEALTH MANAGEMENT, LLC","https://vanclemens.com/","careers@vanclemens.com",individual,150,/
167518,"WEALTH PRESERVATION","https://www.wpafinancial.com/","Gene.Rice@wpafinancial.com",individual,250,/about-us
167518,"WEALTH PRESERVATION","https://www.wpafinancial.com/","nina.strozak@wpafinancial.com",individual,250,/about-us
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","info@bisonwealth.com",generic,350,/
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","teamWall@bisonwealth.com",individual,350,/about
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","nashworth@bisonwealth.com",individual,250,/about
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","kbruckert@bisonwealth.com",individual,250,/about
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","echiarelli@bisonwealth.com",individual,250,/about
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","steve@bisonwealth.com",individual,250,/about
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","mcreciun@bisonwealth.com",individual,250,/about
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","cdorn@bisonwealth.com",individual,250,/about
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","afisher@bisonwealth.com",individual,250,/about
299805,"BISON WEALTH, LLC","https://bisonwealth.com/","rhansen@bisonwealth.com",individual,250,/about
134184,"BLUE BELL PRIVATE","https://bluebellpwm.com/","info@bluebellpwm.com",generic,300,/
286494,"BUCKET LIST WEALTH MANAGEMENT, LLC","https://bucketlistwealth.com/","info@bucketlistwealth.com",generic,350,/
155263,"CAPITAL WEALTH ADV.","https://capitalwealthadvisors.com/","info@capitalwealthadvisors.com",generic,350,/
281160,"CLARUS WEALTH ADVISORS, LLC","https://claruswealthadvisors.com/","tfanning@claruswealthadvisors.com",individual,250,/
330057,"CRUSONIA WEALTH ADVISORS LLC","https://crusoniawealth.com/","info@crusoniawealth.com",generic,350,/
168495,"FLAHARTY ASSET MGMT","https://www.flahartyllc.com/","mhauenstein@flahartyllc.com",individual,200,/contact
127701,"GRADIENT SECURITIES, LLC","https://gradientsecurities.com/","info@gradientsecurities.com",generic,300,/contact
317857,"GRAETZ WEALTH, LLC","https://graetzwealth.com/","brandon@graetzwealth.com",individual,250,/
154405,"KIKER WEALTH MGMT","https://kikerwealth.com/","paul@kikerwealth.com",individual,250,/
171922,"MONECO ADVISORS, LLC","https://monecoadvisors.com/","advice@monecoadvisors.com",individual,250,/
281520,"RIA SERVICES, LLC","https://cwpwealth.com/","ndavid@cwpwealth.com",individual,250,/contact
281520,"RIA SERVICES, LLC","https://cwpwealth.com/","david@cwpwealth.com",individual,250,/contact
285349,"TEMPUS WEALTH PLANNING, LLC","https://tempuswp.com/","sgilbreth@tempuswp.com",individual,200,/contact
285349,"TEMPUS WEALTH PLANNING, LLC","https://tempuswp.com/","jwhite@tempuswp.com",individual,200,/contact
285349,"TEMPUS WEALTH PLANNING, LLC","https://tempuswp.com/","jyoo@tempuswp.com",individual,200,/contact
285349,"TEMPUS WEALTH PLANNING, LLC","https://tempuswp.com/","ssturner@tempuswp.com",individual,200,/contact
285349,"TEMPUS WEALTH PLANNING, LLC","https://tempuswp.com/","cnorton@tempuswp.com",individual,200,/contact
285349,"TEMPUS WEALTH PLANNING, LLC","https://tempuswp.com/","dcarmo@tempuswp.com",individual,200,/contact
285349,"TEMPUS WEALTH PLANNING, LLC","https://tempuswp.com/","ghitzler@tempuswp.com",individual,200,/contact
285349,"TEMPUS WEALTH PLANNING, LLC","https://tempuswp.com/","hcarmo@tempuswp.com",individual,200,/contact
285349,"TEMPUS WEALTH PLANNING, LLC","https://tempuswp.com/","tempus@tempuswp.com",individual,200,/contact
322851,"TME FINANCIAL, INC.","https://www.stewardshipwms.com","info@stewardshipwms.com",generic,300,/contact
170022,"ACCELERATED WEALTH","https://acceleratedwealth.com/","info@acceleratedwealth.com",generic,350,/
290735,"AFFINITY WEALTH MANAGEMENT LLC","https://affinitywealth.com/","msicuranza@affinitywealth.com",individual,250,/
332034,"SERENUS WEALTH ADVISORS, LLC","https://www.serenusadvisors.com/","kboccella@serenusadvisors.com",individual,250,/contact
298110,"JUNCTURE WEALTH STRATEGIES, LLC","https://juncturewealth.com/","info@juncturewealth.com",generic,350,/
330384,"MINDSET WEALTH MANAGEMENT, LLC","https://mindsetwealth.com/","reception@mindsetwealth.com",individual,250,/
297517,"PHILIP JAMES WEALTH MANAGEMENT, LLC","https://phillipjamesfinancial.com/","info@phillipjamesfinancial.com",generic,350,/
325175,"PORTSIDE WEALTH GROUP, LLC","https://portsidewealth.com/","support@portsidewealth.com",generic,300,/
106015,"TRUSTMONT ADVISORY GROUP, INC.","https://trustmontgroup.com/","lmd@trustmontgroup.com",individual,250,/contact-us
169566,"WT WEALTH MANAGEMENT, LLC","https://wtwealthmanagement.com/","info@wtwealthmanagement.com",generic,350,/contact
169566,"WT WEALTH MANAGEMENT, LLC","https://wtwealthmanagement.com/","scottsdale@wtwealthmanagement.com",individual,250,/contact
169566,"WT WEALTH MANAGEMENT, LLC","https://wtwealthmanagement.com/","flagstaff@wtwealthmanagement.com",individual,250,/contact
169566,"WT WEALTH MANAGEMENT, LLC","https://wtwealthmanagement.com/","tuscon@wtwealthmanagement.com",individual,250,/contact
169566,"WT WEALTH MANAGEMENT, LLC","https://wtwealthmanagement.com/","tucson@wtwealthmanagement.com",individual,250,/contact
174728,"DRIVE WEALTH MANAGEMENT, LLC","https://drivewealthadvisers.com/","info@drivewealthadvisers.com",generic,350,/
174728,"DRIVE WEALTH MANAGEMENT, LLC","https://drivewealthadvisers.com/","service@drivewealthadvisers.com",individual,250,/contact
142682,"KERNTKE OTTO MCGLONE","https://onekom.com/","jim.mcglone@onekom.com",individual,200,/contact
142682,"KERNTKE OTTO MCGLONE","https://onekom.com/","ken.mcglone@onekom.com",individual,200,/contact
142682,"KERNTKE OTTO MCGLONE","https://onekom.com/","kaley.klepps@onekom.com",individual,200,/contact
142682,"KERNTKE OTTO MCGLONE","https://onekom.com/","troy.sommerfeld@onekom.com",individual,200,/contact
142682,"KERNTKE OTTO MCGLONE","https://onekom.com/","mike.otto@onekom.com",individual,200,/contact
306971,"ONEGROUP WEALTH","https://nottinghamwealthpartners.com/","info@nottinghamwealthpartners.com",generic,350,/
316079,"TRUEWEALTH FINANCIAL PARTNERS, LLC","https://truewealthfp.com/","glenn.rossman@truewealthfp.com",individual,250,/
152374,"VANTAGE WEALTH MGMT","https://vantagewealth.com/","jv@vantagewealth.com",individual,250,/
323195,"J.M. BRUDERMAN & COMPANY, LLC","https://bruderman.com/","info@bruderman.com",generic,300,/
288394,"ALLIANCE WEALTH ADVISORS, LLC","https://www.alliancewealthadvisors.com/","info@alliancewealthadvisors.com",generic,350,/
288394,"ALLIANCE WEALTH ADVISORS, LLC","https://www.alliancewealthadvisors.com/","chris@alliancewealthadvisors.com",individual,250,/about
288394,"ALLIANCE WEALTH ADVISORS, LLC","https://www.alliancewealthadvisors.com/","perry@alliancewealthadvisors.com",individual,250,/about
288394,"ALLIANCE WEALTH ADVISORS, LLC","https://www.alliancewealthadvisors.com/","jude@alliancewealthadvisors.com",individual,250,/about
288394,"ALLIANCE WEALTH ADVISORS, LLC","https://www.alliancewealthadvisors.com/","mike@alliancewealthadvisors.com",individual,250,/about
288394,"ALLIANCE WEALTH ADVISORS, LLC","https://www.alliancewealthadvisors.com/","doug@alliancewealthadvisors.com",individual,250,/about
288394,"ALLIANCE WEALTH ADVISORS, LLC","https://www.alliancewealthadvisors.com/","kaley@alliancewealthadvisors.com",individual,250,/about
288394,"ALLIANCE WEALTH ADVISORS, LLC","https://www.alliancewealthadvisors.com/","sean@alliancewealthadvisors.com",individual,250,/about
288394,"ALLIANCE WEALTH ADVISORS, LLC","https://www.alliancewealthadvisors.com/","susan@alliancewealthadvisors.com",individual,250,/about
297499,"SARGENT INVESTMENT GROUP, LLC","https://sargentinvestmentgroup.com/","info@sargentinvestmentgroup.com",generic,350,/
312463,"AMPLIUS WEALTH ADVISORS, LLC","https://ampliuswealth.com/","AWA@AmpliusWealth.com",individual,250,/
283428,"NEW RIVER FIN.","https://planwellretirehappy.com/","retire@planwellretirehappy.com",individual,200,/
282409,"GUERRA ADVISORS INC.","https://guerrawealth.com/","appointments@guerrawealth.com",individual,250,/
144994,"MKD WEALTH COACHES, LLC","https://mkdwealth.com/","info@mkdwealth.com",generic,350,/
326517,"THREE SEASONS WEALTH","https://threeseasonswealth.com/","admin@threeseasonswealth.com",individual,200,/
154962,"LIVE OAK WEALTH ADVISORY GROUP, LLC","https://liveoakwag.com/","info@liveoakwag.com",generic,300,/
315484,"HORIZON FAMILY WEALTH, INC.","https://horizonfamilywealth.com/","reese@horizonfamilywealth.com",individual,250,/
315484,"HORIZON FAMILY WEALTH, INC.","https://horizonfamilywealth.com/","charliemorris@horizonfamilywealth.com",individual,250,/
315484,"HORIZON FAMILY WEALTH, INC.","https://horizonfamilywealth.com/","blaneshea@horizonfamilywealth.com",individual,250,/
165237,"TEAMWORK FINANCIAL ADVISORS, LLC","https://teamworkfinancial.com/","info@teamworkfinancial.com",generic,350,/
173138,"ASPIREAN WEALTH, LLC","https://aspirean.com/","info@aspirean.com",generic,300,/
173138,"ASPIREAN WEALTH, LLC","https://aspirean.com/","paul@aspirean.com",individual,200,/
173138,"ASPIREAN WEALTH, LLC","https://aspirean.com/","brad@aspirean.com",individual,200,/
148315,"HARLOW WEALTH MANAGEMENT, INC.","https://harlowwealth.com/","ask@harlowwealth.com",individual,250,/
111221,"CHOREO, LLC","https://choreoadvisors.com/","hello@choreoadvisors.com",generic,350,/
111221,"CHOREO, LLC","https://choreoadvisors.com/","Anne.Phelps@choreoadvisors.com",individual,250,/contact-us
111221,"CHOREO, LLC","https://choreoadvisors.com/","bill.demar@choreoadvisors.com",individual,250,/contact-us
111221,"CHOREO, LLC","https://choreoadvisors.com/","birju.munshi@choreoadvisors.com",individual,250,/contact-us
